,PUMA_GEOID,PUMA_NAME,UAC_POP,UAC_NAME,UAC_POP
2319,1200902,Brevard County (East)--Beaches & Merritt Island PUMA,67105,"Palm Bay--Melbourne, FL",474596
2316,1200901,"Brevard County (Northwest)--Titusville, Rockledge & Cocoa Cities PUMA",67105,"Palm Bay--Melbourne, FL",474596
1132,4202401,Dauphin County (Central)--Harrisburg City & Colonial Park PUMA,37081,"Harrisburg, PA",464958
1135,4202500,Lebanon County PUMA,37081,"Harrisburg, PA",464958
1131,4202402,Dauphin County (Outer)--Hershey PUMA,37081,"Harrisburg, PA",464958
1134,4202302,Cumberland County (East) PUMA,37081,"Harrisburg, PA",464958
1133,4202301,Cumberland (West) & Perry Counties--Carlisle Borough PUMA,37081,"Harrisburg, PA",464958
1130,4203602,York County (North)--Weigelstown PUMA,37081,"Harrisburg, PA",464958
1451,0500900,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities PUMA",50392,"Little Rock, AR",443136
1453,0501000,Pulaski County (Central)--Little Rock City PUMA,50392,"Little Rock, AR",443136
1450,0501100,Faulkner & Lonoke Counties PUMA,50392,"Little Rock, AR",443136
1452,0501200,Saline County PUMA,50392,"Little Rock, AR",443136
1590,5500102,Dane County (East) PUMA,53200,"Madison, WI",435797
1589,5500103,Dane County (West) PUMA,53200,"Madison, WI",435797
1591,5500101,Madison City (Central) PUMA,53200,"Madison, WI",435797
1113,4500103,Greenville County (North Central & Outside Greenville City)--Wade Hampton & Berea PUMA,35461,"Greenville, SC",433301
1112,4500200,Anderson County--Anderson City PUMA,35461,"Greenville, SC",433301
1115,4500104,Greenville County (Central)--Greenville & Mauldin Cities PUMA,35461,"Greenville, SC",433301
1109,4500101,Pickens & Oconee Counties--Easley & Clemson Cities PUMA,35461,"Greenville, SC",433301
1110,4500102,Greenville County (North)--Greer City (North & West) & Taylors (Central & East) PUMA,35461,"Greenville, SC",433301
1114,4500105,"Greenville (South) & Laurens Counties--Simpsonville, Laurens & Clinton Cities PUMA",35461,"Greenville, SC",433301
1111,4500302,Spartanburg County (Outside Spartanburg City)--Greer City (East) PUMA,35461,"Greenville, SC",433301
2499,3602702,Ulster County (East) PUMA,71803,"Poughkeepsie--Newburgh, NY--NJ",421562
2500,3602903,Orange County (Southeast) PUMA,71803,"Poughkeepsie--Newburgh, NY--NJ",421562
2501,3602902,Orange County (Northwest) PUMA,71803,"Poughkeepsie--Newburgh, NY--NJ",421562
2504,3602901,Orange County (Northeast)--Greater Newburgh City PUMA,71803,"Poughkeepsie--Newburgh, NY--NJ",421562
1387,4203504,Lancaster County (Southwest)--Columbia Borough PUMA,47530,"Lancaster, PA",419080
1390,4203603,York County (South) PUMA,47530,"Lancaster, PA",419080
1391,4203502,Lancaster County (Northwest)--Elizabethtown Borough PUMA,47530,"Lancaster, PA",419080
1392,4202702,Berks County (Southwest)--Reading City PUMA,47530,"Lancaster, PA",419080
1394,4202701,Berks County (Northwest)--Wyomissing Borough PUMA,47530,"Lancaster, PA",419080
1396,4203501,"Lancaster County--Lancaster City, East Lampeter, Lancaster & West Lampeter Townships PUMA",47530,"Lancaster, PA",419080
2610,3200102,Washoe County (South) PUMA,74179,"Reno, NV--CA",415830
2608,0605700,Nevada & Sierra Counties PUMA,74179,"Reno, NV--CA",415830
2609,3200101,Washoe County (South Central)--Reno City PUMA,74179,"Reno, NV--CA",415830
2611,3200103,Washoe County (North)--Sparks City PUMA,74179,"Reno, NV--CA",415830
3151,3600702,Onondaga County (North) PUMA,86302,"Syracuse, NY",414035
3150,3600701,Onondaga County (Central)--Syracuse City PUMA,86302,"Syracuse, NY",414035
3149,3600703,Onondaga County (Central)--Syracuse City (Outer) PUMA,86302,"Syracuse, NY",414035
3153,3601500,Madison & Cortland Counties PUMA,86302,"Syracuse, NY",414035
3148,3600704,Cayuga & Onondaga (South) Counties PUMA,86302,"Syracuse, NY",414035
3146,3600600,Oswego County PUMA,86302,"Syracuse, NY",414035
3463,3700300,Rockingham & Stokes Counties PUMA,96670,"Winston-Salem, NC",408094
3464,3701803,Forsyth County (Outside Winston-Salem City)--Kernersville Town & Clemmons Village PUMA,96670,"Winston-Salem, NC",408094
3460,3701801,Winston-Salem City (North) PUMA,96670,"Winston-Salem, NC",408094
3454,3701802,Winston-Salem City (South) PUMA,96670,"Winston-Salem, NC",408094
3455,3703500,Davidson County PUMA,96670,"Winston-Salem, NC",408094
3458,3701703,Guilford County (North)--Summerfield Town PUMA,96670,"Winston-Salem, NC",408094
153,1304100,Central Savannah River Area Regional Commission (East Central)--Columbia County PUMA,04222,"Augusta-Richmond County, GA--SC",406721
154,1304000,Central Savannah River Area Regional Commission (East Central)--Richmond County PUMA,04222,"Augusta-Richmond County, GA--SC",406721
155,4501500,Aiken & Edgefield Counties--Aiken & North Augusta Cities PUMA,04222,"Augusta-Richmond County, GA--SC",406721
3100,5310503,Spokane County (East Central)--Greater Spokane Valley City PUMA,83764,"Spokane, WA",406569
3091,5310504,Spokane County (Outer)--Cheney City PUMA,83764,"Spokane, WA",406569
3102,5310501,Spokane County (North Central)--Spokane City (North) PUMA,83764,"Spokane, WA",406569
3097,5310502,Spokane County (South Central)--Spokane City (South) PUMA,83764,"Spokane, WA",406569
824,4802005,Denton County (Central)--Denton (Central) & Corinth Cities PUMA,23500,"Denton--Lewisville, TX",403593
567,1302600,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties PUMA",15832,"Chattanooga, TN--GA",402920
568,4702003,Hamilton County (North)--Soddy-Daisy City PUMA,15832,"Chattanooga, TN--GA",402920
569,4702001,Chattanooga City (South & Central) PUMA,15832,"Chattanooga, TN--GA",402920
571,4702100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA",15832,"Chattanooga, TN--GA",402920
570,4702002,Hamilton County (South)--Chattanooga (North) & Red Bank Cities PUMA,15832,"Chattanooga, TN--GA",402920
2490,1211102,St. Lucie County (South) PUMA,71479,"Port St. Lucie, FL",402199
2488,1211101,St. Lucie County (North) PUMA,71479,"Port St. Lucie, FL",402199
3139,0607702,San Joaquin County (Central)--Stockton City (South) PUMA,85087,"Stockton, CA",388555
3140,0607703,"San Joaquin County (South)--Tracy, Manteca & Lathrop Cities PUMA",85087,"Stockton, CA",388555
3137,0607704,"San Joaquin County (North)--Lodi, Ripon & Escalon Cities PUMA",85087,"Stockton, CA",388555
3138,0607701,San Joaquin County (Central)--Stockton City (North) PUMA,85087,"Stockton, CA",388555
271,1600600,Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities PUMA,08785,"Boise City, ID",383458
270,1600701,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,08785,"Boise City, ID",383458
272,1600702,Ada County (Northeast)--Boise (North & West) & Garden City Cities PUMA,08785,"Boise City, ID",383458
273,1600400,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City PUMA",08785,"Boise City, ID",383458
269,1600800,Ada County (South)--Boise (South) & Kuna Cities PUMA,08785,"Boise City, ID",383458
2911,4200500,"Pike, Wayne & Susquehanna Counties PUMA",80227,"Scranton, PA",382028
2906,4200702,Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA,80227,"Scranton, PA",382028
2907,4200802,Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities PUMA,80227,"Scranton, PA",382028
2910,4200803,Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough PUMA,80227,"Scranton, PA",382028
2909,4200701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA",80227,"Scranton, PA",382028
2908,4200801,Luzerne County (East)--Kingston Borough PUMA,80227,"Scranton, PA",382028
932,3701400,Orange County--Chapel Hill Town PUMA,25228,"Durham, NC",381857
2312,0611103,Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA,66673,"Oxnard, CA",377851
2315,0611106,Ventura County (South Central)--Camarillo & Moorpark Cities PUMA,66673,"Oxnard, CA",377851
2313,0611104,Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA,66673,"Oxnard, CA",377851
2314,0611105,"Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA",66673,"Oxnard, CA",377851
1743,0609903,"Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities PUMA",58006,"Modesto, CA",376185
1746,0609902,Stanislaus County (Central)--Modesto City (West) PUMA,58006,"Modesto, CA",376185
1745,0609904,Stanislaus County (Central)--Modesto City (East) PUMA,58006,"Modesto, CA",376185
1744,0609901,"Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities PUMA",58006,"Modesto, CA",376185
3507,3901400,Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties PUMA,97831,"Youngstown, OH--PA",371964
3508,3901500,"Mahoning County (Northeast)--Youngstown City, Boardman & Austintown PUMA",97831,"Youngstown, OH--PA",371964
3505,3901600,Trumbull County (South Central)--Warren & Niles Cities PUMA,97831,"Youngstown, OH--PA",371964
3510,4201400,Mercer County PUMA,97831,"Youngstown, OH--PA",371964
1268,0606515,"Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities PUMA",41347,"Indio--Cathedral City, CA",370749
1269,0606501,"Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities PUMA",41347,"Indio--Cathedral City, CA",370749
1270,0606502,"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities PUMA",41347,"Indio--Cathedral City, CA",370749
2322,1212702,"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities PUMA",67134,"Palm Coast--Daytona Beach--Port Orange, FL",370729
2323,1212704,Volusia County (Southwest Central)--Deltona & Lake Helen Cities PUMA,67134,"Palm Coast--Daytona Beach--Port Orange, FL",370729
2321,1212703,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUMA",67134,"Palm Coast--Daytona Beach--Port Orange, FL",370729
2320,1203500,Flagler & Volusia (North Central) Counties PUMA,67134,"Palm Coast--Daytona Beach--Port Orange, FL",370729
2330,1203302,Escambia County (South) PUMA,68482,"Pensacola, FL--AL",364766
2329,1211300,Santa Rosa County PUMA,68482,"Pensacola, FL--AL",364766
2328,1203301,Escambia County (North) PUMA,68482,"Pensacola, FL--AL",364766
2327,0102600,Baldwin County PUMA,68482,"Pensacola, FL--AL",364766
1276,2801300,Central Region--Rankin & Simpson Counties PUMA,42211,"Jackson, MS",358356
1274,2800900,Central Region--Madison & Yazoo Counties PUMA,42211,"Jackson, MS",358356
1275,2801000,Central Region--Jackson (West & South) & Clinton (South & East) Cities PUMA,42211,"Jackson, MS",358356
1278,2801200,"Central Region--Hinds (West), Warren & Copiah Counties--Vicksburg City PUMA",42211,"Jackson, MS",358356
1277,2801100,Central Region--Jackson City (East & Central) PUMA,42211,"Jackson, MS",358356
1399,0603704,Los Angeles County (North Central)--Palmdale City PUMA,47611,"Lancaster--Palmdale, CA",351127
1398,0603703,Los Angeles County (North Central)--Lancaster City PUMA,47611,"Lancaster--Palmdale, CA",351127
1352,1209702,Osceola County (East) PUMA,45451,"Kissimmee, FL",347432
277,1202101,Collier County (Northwest) PUMA,08974,"Bonita Springs, FL",343668
276,1202103,Collier County (East) PUMA,08974,"Bonita Springs, FL",343668
274,1202102,Collier County (Southwest) PUMA,08974,"Bonita Springs, FL",343668
734,4806602,Coastal Bend COG--Nueces County (Central)--Corpus Christi City (North Central) PUMA,20287,"Corpus Christi, TX",342759
735,4806603,Coastal Bend COG--Nueces County (Central)--Corpus Christi City (South Central) PUMA,20287,"Corpus Christi, TX",342759
736,4806500,Coastal Bend COG (Northeast) PUMA,20287,"Corpus Christi, TX",342759
737,4806601,Coastal Bend COG--Nueces County--Corpus Christi City (Outer) PUMA,20287,"Corpus Christi, TX",342759
1006,2601702,"Genesee County (Central, Outside Flint City) PUMA",29872,"Flint, MI",342343
1004,2601704,Genesee (West) & Shiawassee Counties PUMA,29872,"Flint, MI",342343
1013,2601703,Genesee County (Central)--Flint City Area PUMA,29872,"Flint, MI",342343
1000,0500100,Benton County PUMA,29494,"Fayetteville--Springdale--Rogers, AR--MO",339333
1001,0500200,Washington County PUMA,29494,"Fayetteville--Springdale--Rogers, AR--MO",339333
1002,2902700,"Taney, Barry, Stone & McDonald Counties PUMA",29494,"Fayetteville--Springdale--Rogers, AR--MO",339333
3265,0607102,San Bernardino County (West Central)--Victorville & Adelanto Cities PUMA,90541,"Victorville--Hesperia, CA",338472
3267,0607101,San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities PUMA,90541,"Victorville--Hesperia, CA",338472
3266,0607103,San Bernardino County (West Central)--Hesperia City & Apple Valley Town PUMA,90541,"Victorville--Hesperia, CA",338472
1740,0102703,"Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City PUMA",57925,"Mobile, AL",336448
1741,0102701,Mobile City (East) PUMA,57925,"Mobile, AL",336448
1742,0102702,Mobile City (West) PUMA,57925,"Mobile, AL",336448
1098,3701702,Greensboro City (South) PUMA,35164,"Greensboro, NC",330005
1099,3701701,Greensboro City (North) PUMA,35164,"Greensboro, NC",330005
1104,3701704,Guilford County (South)--High Point City PUMA,35164,"Greensboro, NC",330005
1028,1801001,Allen County (Central)--Fort Wayne City (South) PUMA,31087,"Fort Wayne, IN",323972
1030,1800900,"Huntington, Whitley, Adams & Wells Counties PUMA",31087,"Fort Wayne, IN",323972
1029,1801003,Allen County (Outside Fort Wayne City) PUMA,31087,"Fort Wayne, IN",323972
1027,1801002,Allen County (Central)--Fort Wayne City (North) PUMA,31087,"Fort Wayne, IN",323972
2886,0609703,Sonoma County (Central)--Santa Rosa City PUMA,79498,"Santa Rosa, CA",321184
2885,0609701,"Sonoma County (North)--Windsor Town, Healdsburg & Sonoma Cities PUMA",79498,"Santa Rosa, CA",321184
2884,0609702,"Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities PUMA",79498,"Santa Rosa, CA",321184
1401,2601801,Ingham County (South & East) PUMA,47719,"Lansing, MI",317664
1403,2601802,Ingham County (Northwest) PUMA,47719,"Lansing, MI",317664
1406,2601900,Eaton & Clinton Counties PUMA,47719,"Lansing, MI",317664
985,3705003,Cumberland County (West)--Fayetteville City (West) PUMA,29440,"Fayetteville, NC",316520
986,3705200,"Hoke, Richmond & Scotland Counties PUMA",29440,"Fayetteville, NC",316520
987,3705100,Robeson County (West)--Lumberton City PUMA,29440,"Fayetteville, NC",316520
988,3705001,Cumberland County (Central)--Fayetteville City (Central & East) PUMA,29440,"Fayetteville, NC",316520
990,3705002,Cumberland County (East)--Hope Mills & Spring Lake Towns PUMA,29440,"Fayetteville, NC",316520
76,2602702,Washtenaw County (East Central)--Ann Arbor City Area PUMA,02602,"Ann Arbor, MI",313546
82,0601308,Contra Costa County (Northeast)--Antioch City PUMA,02683,"Antioch, CA",308631
84,0601309,Contra Costa County (East)--Brentwood & Oakley Cities PUMA,02683,"Antioch, CA",308631
1445,2102300,Bluegrass Area Development District (Northeast) PUMA,49582,"Lexington-Fayette, KY",308293
1444,2101901,Bluegrass Area Development District (Central)--Lexington-Fayette County (Central) PUMA,49582,"Lexington-Fayette, KY",308293
1443,2101902,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA,49582,"Lexington-Fayette, KY",308293
1442,2102100,Bluegrass Area Development District (South) PUMA,49582,"Lexington-Fayette, KY",308293
3065,2200200,Coordinating & Development Corporation 3--Bossier & Webster Parishes PUMA,81739,"Shreveport, LA",302449
3064,2200100,Coordinating & Development Corporation 1--Shreveport City (North) PUMA,81739,"Shreveport, LA",302449
3063,2200101,Coordinating & Development Corporation 2--Shreveport City (South) PUMA,81739,"Shreveport, LA",302449
1249,0100301,Huntsville (North) & Madison (East) Cities PUMA,40780,"Huntsville, AL",301733
1250,0100302,Huntsville City (Central & South) PUMA,40780,"Huntsville, AL",301733
1251,0100500,Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA,40780,"Huntsville, AL",301733
1248,0100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA,40780,"Huntsville, AL",301733
3218,3402301,Mercer County (West Central)--Trenton City PUMA,88462,"Trenton, NJ",297345
3217,3402303,Mercer County (South) PUMA,88462,"Trenton, NJ",297345
1019,0800102,Larimer County (South)--Loveland City PUMA,30628,"Fort Collins, CO",294604
1018,0800103,Larimer County (North)--Fort Collins City PUMA,30628,"Fort Collins, CO",294604
1020,0800300,"Weld County (South Central)--Greeley, Windsor & Evans Cities PUMA",30628,"Fort Collins, CO",294604
2711,1703306,"Lake County (Northwest)--Avon, Lake Villa, Antioch & Grant Townships PUMA",76474,"Round Lake Beach--McHenry--Grayslake, IL--WI",293338
2717,5550000,Walworth County PUMA,76474,"Round Lake Beach--McHenry--Grayslake, IL--WI",293338
2716,5510000,Kenosha County PUMA,76474,"Round Lake Beach--McHenry--Grayslake, IL--WI",293338
94,3702500,Henderson & Transylvania Counties PUMA,03358,"Asheville, NC",290670
95,3702202,Buncombe County (Northwest) PUMA,03358,"Asheville, NC",290670
96,3702100,Burke & McDowell Counties PUMA,03358,"Asheville, NC",290670
97,3702300,"Haywood, Madison, Swain, Graham & Jackson (North) Counties PUMA",03358,"Asheville, NC",290670
98,3702201,Buncombe County (Southeast)--Asheville City PUMA,03358,"Asheville, NC",290670
3131,2902603,Greene County--Springfield City (South) PUMA,83953,"Springfield, MO",285969
3129,2902601,"Christian, Greene (Outside Springfield City) & Webster Counties PUMA",83953,"Springfield, MO",285969
3130,2902602,Greene County--Springfield City (North) PUMA,83953,"Springfield, MO",285969
2902,1300401,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA,79768,"Savannah, GA",285866
2903,1300300,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties PUMA",79768,"Savannah, GA",285866
2904,1300402,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA,79768,"Savannah, GA",285866
2905,1300200,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties PUMA",79768,"Savannah, GA",285866
806,1900900,Scott County--Davenport City PUMA,22366,"Davenport, IA--IL",285368
804,1700202,"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties PUMA",22366,"Davenport, IA--IL",285368
805,1700105,Rock Island County PUMA,22366,"Davenport, IA--IL",285368
2700,1702801,Winnebago County (Southeast & West)--Rockford City PUMA,75718,"Rockford, IL",285346
2701,1702901,Winnebago (Northeast) & Boone Counties PUMA,75718,"Rockford, IL",285346
3080,2602300,Van Buren & Cass Counties PUMA,83116,"South Bend, IN--MI",282108
3076,1800401,St. Joseph County (North)--South Bend City PUMA,83116,"South Bend, IN--MI",282108
3075,1800402,St. Joseph County (Outside South Bend City)--Mishawaka City PUMA,83116,"South Bend, IN--MI",282108
3079,2602400,Berrien County PUMA,83116,"South Bend, IN--MI",282108
3077,1800500,Elkhart County--Elkhart & Goshen Cities PUMA,83116,"South Bend, IN--MI",282108
732,4804503,Houston-Galveston Area Council--Montgomery County (South)--The Woodlands (North) PUMA,19755,"Conroe--The Woodlands, TX",278577
1449,3100801,Lancaster County--Lincoln City (North) PUMA,49933,"Lincoln, NE",276431
1448,3100802,Lancaster County--Lincoln City (South) PUMA,49933,"Lincoln, NE",276431
487,3903200,Stark County (Central)--Canton & North Canton Cities PUMA,13375,"Canton, OH",274831
1372,2201200,Acadiana Regional Development District 3--Lafayette Parish (North) PUMA,46045,"Lafayette, LA",272980
1370,2201000,Acadiana Regional Development District 1--St. Landry & Evangeline Parishes PUMA,46045,"Lafayette, LA",272980
1374,2201100,Acadiana Regional Development District 2--Acadia & Vermilion Parishes PUMA,46045,"Lafayette, LA",272980
1371,2201201,Acadiana Regional Development District 4--Lafayette Parish (South) PUMA,46045,"Lafayette, LA",272980
1373,2201300,"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes PUMA",46045,"Lafayette, LA",272980
1383,1210502,Polk County (Northeast) PUMA,46828,"Lakeland, FL",272473
1384,1210503,Polk County (Central) PUMA,46828,"Lakeland, FL",272473
1382,1210504,Polk County (South) PUMA,46828,"Lakeland, FL",272473
2602,4202600,Schuylkill County PUMA,73693,"Reading, PA",269976
2877,0603702,Los Angeles County (Northwest)--Santa Clarita City PUMA,79309,"Santa Clarita, CA",269044
694,1301700,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PUMA,19099,"Columbus, GA--AL",264357
692,0101900,Lee County--Auburn City PUMA,19099,"Columbus, GA--AL",264357
695,1301800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,19099,"Columbus, GA--AL",264357
693,0102400,"Russell, Pike, Barbour, Macon & Bullock Counties PUMA",19099,"Columbus, GA--AL",264357
2333,1702501,"Knox, Stark, Bureau, Marshall & Woodford Counties PUMA",68509,"Peoria, IL",263608
2331,1701900,Tazewell County PUMA,68509,"Peoria, IL",263608
2332,1701701,Peoria County--Peoria City PUMA,68509,"Peoria, IL",263608
973,4100703,Lane County (West Central)--Eugene City (West & South) PUMA,28117,"Eugene, OR",256683
972,4100704,Lane County (East Central)--Eugene (Northeast) & Springfield Cities PUMA,28117,"Eugene, OR",256683
974,4100705,Lane County (Outside Eugene & Springfield Cities) PUMA,28117,"Eugene, OR",256683
1408,4806302,South Texas Development Council--Webb County (North & East)--Laredo City (Outer) PUMA,47854,"Laredo, TX",255613
1409,4806301,South Texas Development Council (North)--Webb County--Laredo City (Central) PUMA,47854,"Laredo, TX",255613
1568,4800502,South Plains Association of Governments--Lubbock County--Lubbock City (Outer) PUMA,51877,"Lubbock, TX",255221
1569,4800501,South Plains Association of Governments--Lubbock County--Lubbock City (Central) PUMA,51877,"Lubbock, TX",255221
150,3400101,Atlantic County (East)--Atlantic City & Ventnor City PUMA,03898,"Atlantic City, NJ",255212
151,3402600,Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City PUMA,03898,"Atlantic City, NJ",255212
1748,0102100,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA",58600,"Montgomery, AL",251612
1749,0102000,Montgomery City & Pike Road Town (North) PUMA,58600,"Montgomery, AL",251612
3168,1207301,Leon County (Central)--Tallahassee City (Central) PUMA,86464,"Tallahassee, FL",251385
3166,1206300,Apalachee Region (Outside Leon County) PUMA,86464,"Tallahassee, FL",251385
3167,1207300,Leon County (Outer) PUMA,86464,"Tallahassee, FL",251385
207,2504700,Barnstable County (West)--Inner Cape Cod Towns & Barnstable Town City PUMA,05167,"Barnstable Town, MA",249371
205,2504800,"Barnstable (East), Dukes & Nantucket Counties--Outer Cape Cod Towns PUMA",05167,"Barnstable Town, MA",249371
2767,4101103,"Marion County (West Central)--Salem (North), Keizer Cities & Hayesville PUMA",78229,"Salem, OR",245426
2766,4101104,Marion County (West Central)--Salem City (South) & Four Corners PUMA,78229,"Salem, OR",245426
2769,4101200,Yamhill & Polk Counties PUMA,78229,"Salem, OR",245426
1765,3704800,Brunswick County PUMA,60895,"Myrtle Beach--Socastee, SC--NC",244187
1770,4501102,"Horry County (Southeast)--Myrtle Beach, North Myrtle Beach Cities & Socastee (East) PUMA",60895,"Myrtle Beach--Socastee, SC--NC",244187
1769,4501101,Horry County (West & North)--Conway City & Red Hill PUMA,60895,"Myrtle Beach--Socastee, SC--NC",244187
1768,4501000,"Georgetown, Marion & Dillon Counties PUMA",60895,"Myrtle Beach--Socastee, SC--NC",244187
3434,3704700,New Hanover County (South)--Wilmington City PUMA,95833,"Wilmington, NC",243724
3433,3704600,Pender & New Hanover (North) Counties PUMA,95833,"Wilmington, NC",243724
3502,4203601,York County (Central)--York City & Shiloh PUMA,97750,"York, PA",243322
1343,4803502,"Central Texas COG--Bell County (North, East & South)--Temple & Belton Cities PUMA",44992,"Killeen, TX",233665
1344,4803501,Central Texas COG--Bell County (West)--Killeen & Harker Heights Cities PUMA,44992,"Killeen, TX",233665
1342,4803400,"Central Texas COG (West), Burnet & Llano Counties PUMA",44992,"Killeen, TX",233665
3309,0610701,Tulare County (Northwest)--Visalia City PUMA,90946,"Visalia, CA",231167
3310,0610703,"Tulare County (Outside Visalia, Tulare & Porterville Cities) PUMA",90946,"Visalia, CA",231167
3311,0610702,Tulare County (West Central)--Tulare & Porterville Cities PUMA,90946,"Visalia, CA",231167
1327,5310702,Benton County (East Central)--Kennewick & Richland (South) Cities PUMA,44479,"Kennewick--Pasco, WA",229691
1328,5310703,"Walla Walla, Benton (Outer) & Franklin (Outer) Counties PUMA",44479,"Kennewick--Pasco, WA",229691
1329,5310701,"Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities PUMA",44479,"Kennewick--Pasco, WA",229691
727,3703400,Rowan County PUMA,19558,"Concord, NC",229387
1783,3300600,Hillsborough County (Western) PUMA,61165,"Nashua, NH--MA",229004
976,1803300,Vanderburgh County--Evansville City PUMA,28333,"Evansville, IN--KY",229001
977,2101400,Green River Area Development District (Southwest) PUMA,28333,"Evansville, IN--KY",229001
975,1803200,"Warrick, Gibson & Posey Counties PUMA",28333,"Evansville, IN--KY",229001
437,4806701,Cameron County (East)--Brownsville City (North) PUMA,10972,"Brownsville, TX",226314
438,4806703,Cameron County (South)--Brownsville City (Central) PUMA,10972,"Brownsville, TX",226314
1117,2802100,South Region--Jackson County PUMA,35920,"Gulfport, MS",225664
1118,2802000,South Region--Harrison County--Gulfport & Biloxi Cities PUMA,35920,"Gulfport, MS",225664
1116,2801900,"South Region--Pearl River, Hancock, George & Stone Counties PUMA",35920,"Gulfport, MS",225664
85,5501500,Outagamie County PUMA,02764,"Appleton, WI",221693
86,5501501,Winnebago County PUMA,02764,"Appleton, WI",221693
87,5501401,Fond du Lac & Calumet Counties PUMA,02764,"Appleton, WI",221693
3199,0611101,Ventura County (Southeast)--Simi Valley City PUMA,87490,"Thousand Oaks, CA",219409
1244,2102800,FIVCO Area Development District PUMA,40753,"Huntington, WV--KY--OH",217500
1245,3905100,Scioto & Lawrence Counties PUMA,40753,"Huntington, WV--KY--OH",217500
1246,5400900,"Putnam, Boone & Lincoln Counties PUMA",40753,"Huntington, WV--KY--OH",217500
1247,5400800,"Cabell, Wayne & Mason Counties--Huntington City PUMA",40753,"Huntington, WV--KY--OH",217500
1,2400601,"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville PUMA",00199,"Aberdeen--Bel Air South--Bel Air North, MD",215742
3,2400602,Harford County (South & East)--Aberdeen & Havre de Grace Cities PUMA,00199,"Aberdeen--Bel Air South--Bel Air North, MD",215742
1304,2602101,Kalamazoo County (Outer) PUMA,43723,"Kalamazoo, MI",215019
1303,2602102,Kalamazoo County (Central)--Kalamazoo & Portage Cities Area PUMA,43723,"Kalamazoo, MI",215019
2655,5151044,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA",75421,"Roanoke, VA",214476
2656,5151095,"Virginia's Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City PUMA",75421,"Roanoke, VA",214476
2666,5151045,Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA,75421,"Roanoke, VA",214476
2657,5151040,New River Valley Planning District Commission PUMA,75421,"Roanoke, VA",214476
1091,5500200,Green Bay City PUMA,34813,"Green Bay, WI",214118
1092,5500300,Outer Green Bay City PUMA,34813,"Green Bay, WI",214118
1093,5501300,"Marinette, Oconto, Door & Florence Counties PUMA",34813,"Green Bay, WI",214118
2452,2300900,Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities PUMA,71263,"Portland, ME",212615
2451,2300800,South Maine--York (West) & Cumberland (West) Counties PUMA,71263,"Portland, ME",212615
2450,2301000,"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities PUMA",71263,"Portland, ME",212615
